Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio
atisāra 1	n		adj	in comps	atisarati					overestimated; overstepped; exceeded; gone too far	переоцененный; что переступил; превышенный		√sar 1 a (to go, flow)		ati + √sar > sār + *a	atisāra (purging)	√sṛ				SNP 50	cūḷabyūhasuttaṃ<br/>aṭṭhakavaggo 12	<b>atisāra</b>-diṭṭhiyā'va so samatto, mānena matto paripuṇṇamānī,<br/>sayam'eva sāmaṃ manas'ābhisitto, diṭṭhī hi sā tassa tathā samattā.																	atisār	a adj	5			
atisāra 2	p		masc		atisarati				+gen	overstepping; overshooting; overturning; denial	переступание; превозмогание; ниспровержение; отрицание		√sar 1 a (to go, flow)		ati + √sar + *a	atisāra (purging)	√sṛ			atisāra is the equivalent noun of the verb atidhāvati	MN 139	araṇavibhaṅgasuttaṃ	janapadaniruttiṃ n’ābhiniveseyya, samaññaṃ n’ātidhāveyyā’ti, iti kho pan’etaṃ vuttaṃ. kiñ’c’etaṃ paṭicca vuttaṃ? kathañ’ca, bhikkhave, janapadaniruttiyā ca abhiniveso hoti samaññāya ca <b>atisāro</b>?																	atisār	a masc	5			
atisitvā	pp		abs		atisarati			trans	+acc	having passed over; having overlooked	пройдя; пропустив; не заметив; просмотрев		√sar 1 a (to go, flow)		ati + √sar > s(ar) + itvā	atisṛ	√sṛ				AN 3.39	sukhumālasuttaṃ	assutavā kho puthujjano attanā jarā-dhammo samāno jaraṃ anatīto paraṃ jiṇṇaṃ disvā aṭṭīyati harāyati jigucchati attānaṃ’y’eva {na} <b>atisitvā</b>, aham’pi kho’mhi jarā-dhammo jaraṃ anatīto				MN 18	madhupiṇḍikasuttaṃ	evaṃ-sampadam’idaṃ āyasmantānaṃ satthari sammukhībhūte, taṃ bhagavantaṃ <b>atisitvā</b>, amhe etam’atthaṃ paṭipucchitabbaṃ maññatha.											-		5			
atisithila	p		adj		sithila					too loose; too slack; too flat	слишком свободный; плохо натянутый; слишком вялый				ati + sithila	ati + śithila			(ANa) atisithilāti mandamucchanā.		AN 6.55	soṇasuttaṃ	taṃ kiṃ maññasi, soṇa, yadā te vīṇāya tantiyo <b>atisithilā</b> honti, api nu te vīṇā tasmiṃ samaye saravatī vā hoti kammaññā vā'ti?																	atisithil	a adj	5			
atisithilavīriya	p		nt	comp						slack energy; too lax effort; half-hearted exertion	слабая энергия; слишком расслабленное усердие; вялое усилие				ati + sithila + vīriya	ati + śithila + vīrya			(ANa) atilīnan’ti atisithilaṃ.		AN 6.55	soṇasuttaṃ	evam'evaṃ kho, soṇa, accāraddhavīriyaṃ uddhaccāya saṃvattati, <b>atisithilavīriyaṃ</b> kosajjāya saṃvattati.																	atisithilavīriy	a nt	5			
atisītaṃ	p		ind	adv						too cold	слишком холодно				ati + sīta + aṃ						DN 31.11	siṅgālasuttaṃ	ādīnavā ālasy'ānuyoge.<b> atisītan</b>'ti kammaṃ na karoti, atiuṇhan'ti kammaṃ na karoti, atisāyan'ti kammaṃ na karoti, atipāto'ti kammaṃ na karoti, atichāto'smī'ti kammaṃ na karoti																	-		5			
ativattati 2	p		pr					trans	+acc	goes beyond; escapes; transcends; overcomes			√vatt 1 a (be, proceed)	√vatt + a > vatta	ati + vatta + ti	ativartate	√vṛt (to move on, turn)				MN 137	saḷāyatanavibhaṅgasuttaṃ	yā evarūpā upekkhā, dhammaṃ sā <b>ativattati</b>. tasmā sā upekkhā nekkhammasitā'ti vuccati. imā cha nekkhammasitā upekkhā. chattiṃsa sattapadā veditabbā'ti, iti yaṃ taṃ vuttaṃ idam'etaṃ paṭicca vuttaṃ.																	ativatt	ati pr	5			
ativasa	p		adj						+gen	dependent (upon); under the control (of)	зависимый (от); под контролем		√vas 1 a (to want, control)		ati + √vas + a	prativaśa	√vaś				DHP 074	bālavaggo	mam’eva kata maññantu, gihī-pabbajitā ubho, <br/>mam’ev’<b>ātivasā</b> assu, kicc'ākiccesu kismici. <br/>iti bālassa saṅkappo, icchā māno ca vaḍḍhati.																	ativas	a adj	5			
ativākya	p		nt							abuse; blame; verbal assault	обида; обвинение; словесное оскорбление		√vac 1 a (to say, speak)		ati + √vac > vak > vāk + *ya	ativākya (bsk)	√vac				DHP 320	nāgavaggo	ahaṃ nāgo'va saṅgāme, cāpato patitaṃ saraṃ,<br/><b>ativākyaṃ</b> titikkhissaṃ, dussīlo hi bahujjano.																	ativāky	a nt	5			
ativijjha	p		ger		ativijjhati			trans	+acc	thoroughly penetrating; completely seeing through	совершенно проникая; полностью видя насквозь		√vidh 3 ya (to throw, pierce)		ati + √vidh + ya	ativyadh	√vyadh				MN 70	kīṭāgirisuttaṃ	chandajāto ussahati, ussāhetvā tuleti, tulayitvā padahati, pahit’atto samāno kāyena c’eva parama-saccaṃ sacchikaroti, paññāya ca naṃ <b>ativijjha</b> passati.																	-		5			
ativiya	s		ind							too much; very; extremely; exceedingly; lit. like too much	слишком; очень; крайне; чрезвычайно				ati + iva > via > viya	atīva											Trad		sabbo panāyaṃ piṇḍapāto a’jigucchanīyo, imaṃ pūti-kāyaṃ patvā <b>ativiya</b> jigucchanīyo jāyati	Āhāra-paṭikūla-paccavekkhaṇa-pāṭho	The Repulsiveness of Food	Reflections							31n	-		5			
ativelaṃ	pp		ind	adv, comp						excessively; too long; too much; lit. over the limit	чрезмерно; слишком много; слишком долго; досл. больше предела				ati + velā + aṃ	ativelam					SN 35.246	vīṇopamasuttaṃ	‘asatī kir’āyaṃ, bho, vīṇā nāma, yath’evaṃ yaṃ kiñci vīṇā nāma ettha ca pan’āyaṃ jano <b>ativelaṃ</b> pamatto palaḷito’ti.				SN 20.9	nāgasuttaṃ	“idha, bhante, aññataro navo bhikkhu <b>ativelaṃ</b> kulāni upasaṅkamati.											-		5			
atītamaddhānaṃ	p		ind	adv, comp						in the past; previously	в прошлом; ранее				atīta + aṃ + addha + ānaṃ	atīta + adhvāna					MN 2.2	sabbāsavasuttaṃ	‘ahosiṃ nu kho ahaṃ <b>atītam’addhānaṃ</b>? na nu kho ahosiṃ <b>atītam’addhānaṃ</b>? kiṃ nu kho ahosiṃ <b>atītam’addhānaṃ</b>? 																	-		5			
atītassānusocanā	p		fem	comp						regret about the past; bemoaning the past	сожаление о прошлом; оплакивание прошлого				atītassa + anusocanā	atīta + anuśocana					SN 1.10	araññasuttaṃ	anāgatappajappāya,<br/><b>atītass'ānusocanā</b>,<br/>etena bālā sussanti,<br/>naḷo'va harito luto'ti.																	atītassānusocan	ā fem	5			
atītaṃ addhānaṃ	p		idiom	pp + masc						in the past; previously; lit. past time	в прошлом; ранее; досл. прошедшее время				atīta + addhāna + aṃ	atīta + adhvāna					AN 3.68	kathāvatthusuttaṃ	<b>atītaṃ</b> vā, bhikkhave, <b>addhānaṃ</b> ārabbha kathaṃ katheyya, evaṃ ahosi atītam'addhānan'ti.																	!	atīta addhāna	5			
atīta 1	ps		adj	pp	ati + eti					past; gone past	прошлый; прошедший		√i 1 a (to come, go)		ati + √i + ta	atīta	√i				MN 137	saḷāyatanavibhaṅgasuttaṃ	pubbe vā paṭiladdha-pubbaṃ <b>atītaṃ</b> niruddhaṃ vipariṇataṃ samanussarato uppajjati somanassaṃ. yaṃ evarūpaṃ somanassaṃ idaṃ vuccati gehasitaṃ somanassaṃ.				SN 6.2	gāravasuttaṃ	ye ca <b>atītā</b> sambuddhā, ye ca buddhā anāgatā. <br/>yo c’eta’r’ahi sambuddho, bahunnaṃ soka-nāsano.	Dhamma-gārava	Respect for the Dhamma	Verses							07n	atīt	a adj	5			
atīta 2	ps		nt	pp	ati + eti					past	прошлое; минувшее; прошедшее		√i 1 a (to come, go)		ati + √i + ta	atīta	√i				AN 6.61	majjhesuttaṃ	evaṃ vutte aññataro bhikkhu there bhikkhū etad’avoca, <b>atītaṃ</b> kho, āvuso, eko anto, anāgataṃ dutiyo anto, paccuppannaṃ majjhe, taṇhā sibbinī.				MN 131	bhaddekarattasuttaṃ	atītaṃ n'ānvāgameyya,<br/>nappaṭikaṅkhe anāgataṃ,<br/>yad'<b>atītam</b>'pahīnan'taṃ,<br/>appattañ'ca anāgataṃ.	Bhadd’eka-ratta	A single Excellent Night	Verses							16n	atīt	a nt	5			
atīta 3	p		pp		accayati					transgressed; overstepped; lit. gone past	преступивший; перешагнувший; досл. прошедший		√i 1 a (to come, go)		ati + √i + ta	atīta	√i				DHP 176	lokavaggo	ekaṃ dhammaṃ <b>atītassa</b>, musāvādissa jantuno,<br/>vitiṇṇaparalokassa, n'atthi pāpaṃ akāriyaṃ.																	atīt	a pp	5			
atītānāgatapaccuppanna	ps		adj	comp						past, future and present	прошлый, будущий и настоящий				atīta + anāgata + paccuppanna	atīta + anāgata + pratyutpanna					MN 18	madhupiṇḍikasuttaṃ	yaṃ papañceti tatonidānaṃ purisaṃ papañcasaññāsaṅkhā samudācaranti <b>atītān’āgatapaccuppannesu</b> cakkhuviññeyyesu rūpesu				SN 22.59	anattalakkhaṇasuttaṃ	'tasmā’t’iha, bhikkhave, yaṃ kiñci rūpaṃ <b>atīt’ānāgatapaccuppannaṃ</b> ajjhattaṃ vā bahiddhā vā oḷārikaṃ vā sukhumaṃ vā hīnaṃ vā paṇītaṃ vā yaṃ dūre santike vā	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas							38n	atītānāgatapaccuppann	a adj	5			
atītānāgate	p		ind	adv, comp						in the past and in the future	в прошлом и в будущем				atīta + anāgata	atīta + anāgata					SN 42.11	bhadrakasuttaṃ	“iminā tvaṃ dhammena diṭṭhena viditena akālikena pattena pariyogāḷhena <b>atīt’ānāgate</b> nayaṃ nehi																	-		5			
atīva	p		ind	adv, comp						very; exceedingly; extremely	очень; крайне; чрезвычайно				ati + iva	atīva					TH 234	ekavihāriyattheragāthā	purato pacchato vā’pi, aparo ce na vijjati, <br/><b>atīva</b> phāsu bhavati, ekassa vasato vane.																	-		5			
atula	p		adj		tuleti	neg				personal name; lit. immeasurable; uncountable	имя; досл. неизмеримый; неисчислимый		√tul 8 *e (to weigh)		na > a + √tul + a	atula	√tul				DHP 227	kodhavaggo	porāṇam'etaṃ <b>atula</b>, n'etaṃ ajjatanām'iva,<br/>nindanti tuṇhim'āsīnaṃ, nindanti bahubhāṇinaṃ,<br/>mitabhāṇim'pi nindanti, n'atthi loke anindito.																	atul	a adj	5			
ato	p		ind	adv, abl sg	ima					from here; from this; because of this	отсюда; из этого; из-за этого				ima + to	atas, asmāt			(SNa) ato'ti ato nibbānato.		SN 1.27	sarasuttaṃ	yattha āpo ca pathavī,<br/>tejo vāyo na gādhati,<br/><b>ato</b> sarā nivattanti,<br/>ettha vaṭṭaṃ na vattati																	-		5			
attakāmapāricariyā	p		fem	comp						ministering to oneself with sex; attending to one's sexual pleasure; taking care of one's sexual needs	прислуживание личным сексуальным удовольствиям; забота о личных сексуальных потребностях				atta + kāma + pāricariyā	ātmakāma + paricaryā			(VINa) attakāmapāricariyāyā'ti methunadhammasaṅkhātena kāmena pāricariyā kāmapāricariyā. attano atthāya kāmapāricariyā attakāmapāricariyā		VIN PAT SA 4	attakāmapāricariya sikkhāpada	yo pana bhikkhu, otiṇṇo vipariṇatena cittena, mātugāmassa santike <b>attakāmapāricariyāya</b> vaṇṇaṃ bhāseyya																	attakāmapāricariy	ā fem	5			
attakāma 1	s		adj	comp						who wants self-liberation; desiring one's own good; lit. wanting for self	желающий освобождения для себя; стремящийся к собственному благу; досл. желающий для себя				atta + kāma	ātmakāma				(PED) sometimes confused with atthakāma							SN 6.2	gāravasuttaṃ	tasmā hi <b>attakāmena</b>, mahattam’abhikaṅkhatā. <br/>saddhammo garu-kātabbo, saraṃ buddhāna sāsanan”ti.	Dhamma-gārava	Respect for the Dhamma	Verses							07n	attakām	a adj	5			
attakāma 2	p		masc	comp						one's own lust; sense-pleasures for oneself	собственное вожделение; чувственное удовольствие для себя				atta + kāma	ātmakāma			(VIN 1.2.4) attakāman'ti attano kāmaṃ attano hetuṃ attano adhippāyaṃ attano pāricariyaṃ.		VIN PAT SA 4	attakāmapāricariya sikkhāpada	yo pana bhikkhu, otiṇṇo vipariṇatena cittena, mātugāmassa santike <b>attakāma-</b>pāricariyāya vaṇṇaṃ bhāseyya																	attakām	a masc	5			
attakilamatha	s		masc	comp						self-mortification; self-torture; lit. self tiring	умерщвление плоти; самоистязание; досл. само-утомление				atta + kilamatha	ātman + klamatha											SN 56.11	dhammacakkappavattanasuttaṃ	yo c’āyaṃ <b>attakilamath</b>’ānuyogo dukkho anariyo anatthasañhito.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings							17n	attakilamath	a masc	5			
attakilamathānuyoga	s		masc	comp						practice of self-mortification	практика само-умерщвления				atta + kilamatha + anuyoga	ātman + klamatha + anuyoga											SN 56.11	dhammacakkappavattanasuttaṃ	yo c’āyaṃ <b>attakilamath’ānuyogo</b> dukkho anariyo anatthasañhito.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings							17n	attakilamathānuyog	a masc	5			
attagarahī	p		masc	agent, comp						who criticises oneself; who blames oneself	тот кто себя критикует; кто осуждает себя				atta + garahī	ātman + garhin					SNP 40	guhaṭṭhakasuttaṃ<br/>aṭṭhakavaggo 2	ubhosu antesu vineyya chandaṃ, phassaṃ pariññāya anānugiddho,<br/>yad'<b>attagarah</b>ī tad'akubbamāno, na lippatī diṭṭhasutesu dhīro.																	attagarah	ī masc	5			
attagutta	p		adj	comp						self-restrained; self-guarded	сдержанный; кто контролирует себя				atta + gutta	ātman + gupta			(DHPa) so'ti so tvaṃ, bhikkhu, evaṃ sante attanā'va guttatāya attagutto.		DHP 379	bhikkhuvaggo	attanā coday'attānaṃ, paṭimaṃsetha attanā,<br/>so <b>attagutto</b> satimā, sukhaṃ bhikkhu vihāhisi.																	attagutt	a adj	5			
attaghāta	p		masc	comp						self-destruction; self-annihilation	самоуничтожение; саморазрушение				atta + ghāta	ātmā + ghāta		attaghañña			DHP 164	attavaggo	yo sāsanaṃ arahataṃ, ariyānaṃ dhammajīvinaṃ,<br/>paṭikkosati dummedho, diṭṭhiṃ nissāya pāpikaṃ,<br/>phalāni kaṭṭhakass'eva, <b>attaghātāya</b> phallati.																	attaghāt	a masc	5			
attaja 1	p		adj	comp						self-created; self-originated; lit. born from oneself	само-созданный; возникший из-за себя; досл. рожденный из себя				atta + ja	ātmaja					DHP 161	attavaggo	attanā hi kataṃ pāpaṃ, <b>attajaṃ</b> attasambhavaṃ,<br/>abhimatthati dummedhaṃ, vajiraṃ'v'asmamayaṃ maṇiṃ.																	attaj	a adj	5			
attato	p		ind	adv, masc abl sg, atta group	atta					as oneself; as self	как себя; как самость		√as 1 a (to be)		atta + to	ātmanaḥ	√as				SN 22.1	nakulapitusuttaṃ	na rūpaṃ <b>attato</b> samanupassati, na rūpavantaṃ vā attānaṃ; na attani vā rūpaṃ, na rūpasmiṃ vā attānaṃ. ‘ahaṃ rūpaṃ, mama rūpan’ti na pariyuṭṭhaṭṭhāyī hoti. 																	-		5	11	152	
attattha	ps		masc	comp						personal benefit; personal profit	личная польза; благо для себя				atta + attha	ātman + artha					SN 46.55	saṅgāravasuttaṃ	uppannassa ca kāmarāgassa nissaraṇaṃ yathābhūtaṃ nappajānāti, <b>att’attham</b>’pi tasmiṃ samaye yathābhūtaṃ na jānāti na passati, par’attham’pi tasmiṃ samaye yathābhūtaṃ na jānāti na passati				SN 12.22	dutiyadasabalasuttaṃ	evaṃ hi vo bhikkhave sikkhitabbaṃ. <b>att’atthaṃ</b> vā hi bhikkhave sampassamānena alam’eva appamādena sampādetuṃ	Dhamma-pahaṃsāna	Striving According to the Dhamma	Teachings							28n	attatth	a masc	5			
attadaṇḍa 2	p		adj	comp						armed; violent; fighting; lit. taken stick	вооруженный; жестокий; дерущийся; досл. взятая палка				atta + daṇḍa	ātta + daṇḍa					DHP 406	brāhmaṇavaggo	aviruddhaṃ viruddhesu, <b>attadaṇḍesu</b> nibbutaṃ,<br/>sādānesu anādānaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.																	attadaṇḍ	a adj	5			
attadattha	p		masc	comp						one's own welfare; personal benefit; personal profit	личное благо; польза для себя				atta + [d] + attha	ātman + artha					DHP 166	attavaggo	<b>atta’d’atthaṃ</b> par’atthena, bahunā’pi na hāpaye, <br/><b>atta’d’attham</b>’abhiññāya, sadattha-pasuto siyā.																	attadatth	a masc	5			
attadanta	pp		adj	comp						self controlled; self restrained	сдержанный; само-ограниченный				atta + danta	ātman + dānta			(ANa) attadantan'ti attanāyeva dantaṃ, na aññehi damathaṃ upanītaṃ.		DHP 322	nāgavaggo	varam’assatarā dantā, ājānīyā ca sindhavā, <br/>kuñjarā ca mahānāgā, <b>attadanto</b> tato varaṃ.				DHP 104	sahassavaggo	attā have jitaṃ seyyo, yā c'āyaṃ itarā pajā.<br/><b>attadantassa</b> posassa, niccaṃ saññatacārino.											attadant	a adj	5			
attadīpa	s		adj	comp						self-reliant; independent; oneself as foundation; lit. own island; (or) own lamp	самодостаточный; независимый; опирающийся на себя; досл. свой остров; (или) свой светильник				atta + dīpa	ātman + dvīpa<br/>ātman + dīpa											SN 22.43	attadīpasuttaṃ	“<b>attadīpā</b>, bhikkhave, viharatha attasaraṇā anaññasaraṇā, dhammadīpā dhammasaraṇā anaññasaraṇā.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses							15n	attadīp	a adj	5			
