Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio
apacāyī	s		adj	in comps	apacāyati					honouring; paying homage; revering			√cāy 1 a (to honour)		apa + √cāy + ī		√cāy										DHP 109	sahassavaggo	abhivādana-sīlissa, niccaṃ vuḍḍh’<b>āpacāyino, </b><br/>cattāro dhammā vaḍḍhanti, āyu vaṇṇo sukhaṃ balaṃ.	Yathā vāri-vahā		Thanksgiving Recitations							40n	apacāy	ī adj	5			
apaciyati	s		pr							honours; respects; pays reverence			√cāy 1 a (to honour)	√cāy + a > ciya (irreg)	apa + ciya + ti	apacāyati	√cāy										DN 16.27	mahāparinibbānasuttaṃ	so tathāgataṃ sakkaroti garuṃ karoti māneti pūjeti <b>apaciyati</b>, paramāya pūjāya.	Paramāya pūjāyañca paṇidhiñca	The Highest Honour and Aspirations	Sharing of Merits							72n	apaciy	ati pr	5			
apaññatta 2	s		pp		na paññāpeti	neg	caus			(of a rule) not formulated; not prescribed; not decreed; not declared			√ñā 5 *āpe (to know)		na + pa + √ñā + ta	na + prajñapta	√jñā										AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ’ca bhikkhave bhikkhū <b>apaññattaṃ</b> na paññāpessanti, paññattaṃ na samucchindissanti, yathā-paññattesu sikkhāpadesu samādāya vattissanti	Aparihāniya-dhammā	Principles of Non-Decline	Teachings							27n	apaññatt	a pp	5			
apaṇṇakaṃ	s		ind	adv	paṇṇaka					surely; certainly; lit. free from leaves					na + paṇṇaka + aṃ				(JAa) apaṇṇakan'ti ekaṃsikaṃ aviraddhaṃ niyyānikaṃ.								TH 251	raṭṭhapālattheragāthā	duma-pphalānī’va patanti māṇavā, daharā ca vuḍḍhā ca sarīra-bhedā. <br/>etam’pi disvā pabbajito’mhi rāja, <b>apaṇṇakaṃ</b> sāmaññam’eva seyyo.	Raṭṭhapāla-thera-gāthā	From the Elder Raṭṭhapāla	Verses							12n	-		5			
apattamānasa	s		adj	comp		neg				not fulfilled one's wish (of); not reached goal (of); not mentally attained; (comm) not attained arahantship					na > a + patta + mānasa	na + prāpta + mānasa		appattamānasa	(SNa) appattamānaso'ti appattārahatto								MN 107	gaṇakamoggallānasuttaṃ	ye kho te bhikkhū sekkhā <b>apattamānasā</b> anuttaraṃ yogakkhemaṃ<br/>patthayamānā viharanti tesu me ayaṃ evarūpī anusāsanī hoti.	Anupubba-sikkhā	The Gradual Training	Teachings							18n	apattamānas	a adj	5			
apadesa 1	s		masc		apadisati					reference; source; authority			√dis 1 a (to point out, explain)		apa + √dis > des + *a	apadeśa	√diś		(DNa) mahāpadese'ti mahāokāse, mahāapadese vā, buddh'ādayo mahante mahante apadisitvā vuttāni mahākāraṇānī'ti attho.								AN 4.180	mahāpadesasuttaṃ	katame bhikkhave cattāro mah’<b>āpadesā</b>?	Cattāro mahāpadesā	The Four Great References	Teachings							25n	apades	a masc	5			
apayanta	s		prp		apayati					going away; retreating			√yā 1 a (to go, reach)		apa + √yā + nta		√yā										Trad		nandopananda-bhujagaṃ vibudhaṃ mah’iddhiṃ, puttena thera-bhujagena dam’<b>āpayanto</b>, iddh’ūpadesa-vidhinā jitavā mun’indo	Jaya-maṅgala-aṭṭha-gāthā		Protective Recitations							60n	apay	anta prp	5			
apara	sp	2	adj		apa					another; after; further; next					apa + ra	apara											MN 39	mahāassapurasuttaṃ	vimuttasmiṃ vimuttam’iti ñāṇaṃ hoti — ‘khīṇā jāti, vusitaṃ brahmacariyaṃ, kataṃ karaṇīyaṃ, n’<b>āparaṃ</b> itthattāyā’ti pajānāti	Anupubba-sikkhā	The Gradual Training	Teachings	MN 39	mahāassapurasuttaṃ	seyyathā’pi puriso ābādhiko assa dukkhito bāḷha-gilāno, bhattañ’ca’ssa nacchādeyya, na c’assa kāye bala-mattā. so <b>aparena</b> samayena tamhā ābādhā mucceyya				18n	apar	a adj	5	11	464	
aparājita	s		adj	pp	na + parājeti	neg				unconquered; undefeated; victorious; triumphant			√ji 1 a (to overpower)		na + parā + √ji + ta	aparājita	√ji										SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	etādisāni katvāna, sabbattham’<b>aparājitā</b>.<br/>sabbattha sotthiṃ gacchanti, taṃ tesaṃ maṅgalam’uttaman”ti. 	Maṅgala-sutta	The Highest Blessings	Protective Recitations							51n	aparājit	a adj	5			
aparāmaṭṭha	s		adj	pp	na parāmasati	neg				irreproachable; untouchable; untarnished			√mas 1 a (to touch, rub)		na + parā + √mas + ta	aparāmṛṣṭa	√mṛś										MN 48	kosambiyasuttaṃ	bhikkhu yāni tāni sīlāni akhaṇḍāni acchiddāni asabalāni akammāsāni bhujissāni viññuppasatthāni <b>aparāmaṭṭhāni</b> samādhi-saṃvattanikāni 	Cha sāraṇīya-dhammā	Principles of Cordiality	Teachings							26n	aparāmaṭṭh	a adj	5			
aparimāṇa	s		adj		na parimināti	neg				limitless; immeasurable; without boundaries			√mā 5 nā (to measure)		na + pari + √mā + ṇa	aparimāṇa	√mā										SNP 8	mettasuttaṃ<br/>uragavaggo 8	mātā yathā niyaṃ puttaṃ,  āyusā eka-puttam’anurakkhe,  <br/>evam’pi sabba-bhūtesu,  mānasam’bhāvaye <b>aparimāṇaṃ</b>.	Karaṇīya-metta-sutta	The Buddha’s Words on Loving-Kindness	Protective Recitations							53n	aparimāṇ	a adj	5			
aparihāna	ps	6	nt		na parihāyati	neg				not deteriorating; not decreasing; non-decline; non-regress			√hā 3 ya (to decrease)		na > a + pari + √hā + na	aparihāṇa	√hā				SN 35.96	parihānadhammasuttaṃ	veditabbam’etaṃ, bhikkhave, bhikkhunā — ‘na parihāyāmi kusalehi dhammehi’. <b>aparihānañ</b>’h’etaṃ vuttaṃ bhagavatā'ti										AN 8.79	parihānasuttaṃ	ime bhikkhave dhammā sekhassa bhikkhuno <b>aparihānāya</b> saṃvattanti.	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	aparihān	a nt	5			[sound:aparihāna.mp3]
aparihāniya	s		adj		na parihāyati	neg				not connected with loss; not deteriorating; not decreasing; (principle) of non-decline			√hā 3 ya (to decrease)		na + pari + √hā + ni + ya		√hā										AN 7.23	paṭhamasattakasuttaṃ	katame ca bhikkhave satta <b>aparihāniyā</b> dhammā?	Aparihāniya-dhammā	Principles of Non-Decline	Teachings							27n	aparihāniy	a adj	5			
aparena samayena	sp	2	idiom	pron + masc						at another time; later; lit. by another occasion																	MN 27	cūḷahatthipadopamasuttaṃ	so <b>aparena samayena</b> appaṃ vā bhogakkhandhaṃ pahāya mahantaṃ vā bhogakkhandhaṃ pahāya appaṃ vā ñātiparivaṭṭaṃ pahāya mahantaṃ vā ñātiparivaṭṭaṃ pahāya 	Anupubba-sikkhā	The Gradual Training	Teachings	MN 39	mahāassapurasuttaṃ	seyyathā’pi puriso ābādhiko assa dukkhito bāḷha-gilāno, bhattañ’ca’ssa nacchādeyya, na c’assa kāye bala-mattā. so <b>aparena</b> <b>samayena</b> tamhā ābādhā mucceyya				18n	!	apara samaya	5			
apādaka	s		adj			neg				footless; creeping; not having feet			√pad 3 ya (to go, step)		na + √pad + *a + ka		√pad										AN 4.67	ahirājasuttaṃ	<b>apādakehi</b> me mettaṃ, mettaṃ dipādakehi me.<br/>catuppadehi me mettaṃ, mettaṃ bahuppadehi me. 	Khandha-parittaṃ		Protective Recitations							54n	apādak	a adj	5			
apāna	s		nt							breathing out; respiration			√an 1 a (to breath, blow)		apa + √an + *a		√an										MN 118	ānāpānassatisuttaṃ	āna-<b>apāna</b>-ssati bhikkhave bhāvitā bahulī-katā mahapphalā hoti mahā-nisaṃsā	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	apān	a nt	5			
apāpuṇitvā	s		abs		na + pāpuṇāti	neg		trans	+acc	having not reached; having not attained; having not experienced			√ap 4 uṇā (to reach, attain)	√ap + uṇā > apuṇā	na + pa + apuṇā + itvā	aprāpya	√āp										SN 12.22	dutiyadasabalasuttaṃ	yaṃ taṃ purisa-thāmena purisa-vīriyena purisa-parakkamena pattabbaṃ na taṃ <b>apāpuṇitvā</b> vīriyassa saṇṭhānaṃ bhavissatī’ti	Dhamma-pahaṃsāna	Striving According to the Dhamma	Teachings							28n	-		5			
